SPECIES,SITE_ID,Height_min,Height_max,Behaviour,WEATHER_CONDITIONS,N_INDIVIDUALS,SEASON,HABITAT,Longitude,Latitude
S38,Zone H,9,22,B2,"fine, warm, light breeze",6,C,X1,130.0761366,-32.35155981
S38,Zone G,13,15,NA,"cloudy, warm, strong wind",5,C,X4,130.1458091,-32.32572974
S38,Zone E,10,11,B3,"fine, clear, moderate wind",5,C,X1,130.241277,-32.42658892
S38,Zone C,8,11,B3,"fine, clear, light E'ly breeze",6,C,X1,130.0557016,-32.43227597
S38,Zone C,7,10,B7,"fine, clear, light E'ly breeze",6,C,X1,130.239891,-32.47313511
S38,Zone C,7,9,B2,"fine, clear, moderate E'ly breeze",5,C,X4,130.2372141,-32.50679697
S38,Zone B,9,9,NA,"fine, clear, strong E'ly breeze",5,C,X2,130.3157018,-32.49333462
S38,Zone E,13,14,NA,"fine, clear, strong E'ly breeze",5,C,X1,130.241277,-32.42658892
S38,Zone E,5,7,B1,"fine, clear, moderate SE'ly breeze",5,C,X4,130.2040977,-32.22226437
S38,Zone D,11,12,NA,"fine, clear, strong E'ly breeze",5,C,X2,130.1260132,-32.36875353
S38,Zone H,40,23,B3,"fine, clear, strong E'ly breeze",5,C,X1,130.164601,-32.28404537
S38,Zone H,NA,NA,-,"fine, clear, moderate SE'ly breeze",5,C,X7,130.1886283,-32.31312571
S38,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",5,C,X4,130.0437059,-32.20004486
S38,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",5,C,X1,130.0327924,-32.16947172
S38,Zone D,NA,NA,NA,0/01/1900,5,C,X4,130.1488508,-32.48177617
S38,Zone B,5,7,B5,"sunny, light breeze",5,C,X4,130.0748139,-32.30165297
S38,Zone H,NA,NA,NA,"sunny, light breeze",5,C,X4,130.1186258,-32.45876212
S38,Zone C,NA,NA,NA,"cloudy, light breeze",5,C,X1,130.239891,-32.47313511
S38,Zone C,NA,NA,NA,"sunny, breezy",NA,C,X5,130.0459086,-32.52789957
S38,Zone A,5,9,B3,"sunny, moderate breeze",5,C,X4,130.0674542,-32.25413856
S38,Zone B,7,8,B2,"sunny, moderate breeze",6,C,X4,130.0211448,-32.32262952
S38,Zone A,NA,NA,NA,"sunny, calm",NA,C,X4,130.0674542,-32.25413856
S38,Zone A,NA,NA,NA,"sunny, moderate breeze",5,C,X4,130.0674542,-32.25413856
S39,Zone E,NA,25,B3,strong wind 90,5,B,X1,130.241277,-32.42658892
S39,Zone D,NA,25,B6,light wind 100,5,B,X3,130.1692709,-32.44834877
S39,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",5,B,X4,130.1041932,-32.4251709
S39,Zone C,5,5,NA,"fine, clear, light E'ly breeze",5,C,X1,130.0557016,-32.43227597
S40,Zone E,NA,13,B7,"Light Easterly breeze, clear skies",8,A,X1,130.2452788,-32.3306172
S40,Zone E,NA,NA,NA,sheltered by large trees and nearby ridge,5,A,X1,130.2453818,-32.22617201
S40,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,11,A,X1,130.2453818,-32.22617201
S40,Zone D,NA,NA,B3,Mild Easterly,6,A,X3,130.1692709,-32.44834877
S40,Zone E,NA,25,B2,0/01/1900,5,B,X1,130.2452788,-32.3306172
S40,Zone A,NA,25,B2,"Clear, warm, light E'ly breeze",5,B,X1,130.030827,-32.14049329
S40,Zone E,NA,25,B2,strong wind 100,6,B,X1,130.2453818,-32.22617201
S40,Zone E,NA,25,B2,no wind,6,B,X1,130.2453818,-32.22617201
S40,Zone E,NA,25,B3,light wind 80,5,B,X4,130.2040977,-32.22226437
S40,Zone E,NA,25,B6,medium wind 120,6,B,X1,130.2453818,-32.22617201
S40,Zone A,NA,25,B2,medium wind 100,9,B,X1,130.0327924,-32.16947172
S40,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",5,B,X4,130.1041932,-32.4251709
S40,Zone A,23,25,B2,"mostly sunny, moderate breeze ",6,C,X1,130.030827,-32.14049329
S40,Zone E,26,27,B2,"fine, warm, moderate breeze v strong gusts",6,C,X1,130.2453818,-32.22617201
S40,Zone D,5,8,B3,"fine, clear, strong E'ly breeze",5,C,X3,130.1692709,-32.44834877
S40,Zone E,NA,NA,-,"fine, clear, moderate SE'ly breeze",6,C,X1,130.2453818,-32.22617201
S40,Zone D,5,8,B3,"partly cloudy, calm",5,C,X3,130.1692709,-32.44834877
S40,Zone A,NA,NA,NA,"sunny, moderate breeze",5,C,X1,130.030827,-32.14049329
S41,Zone C,5,6,B3,"fine, clear, light E'ly breeze",6,C,X1,130.239891,-32.47313511
S42,Zone G,13,17,B3,"ESE wind, gusty strong breeze, clear skies",22,A,X4,130.1171401,-32.21401792
S42,Zone A,NA,12,B3,"ESE wind, gusty at times, clear skies",5,A,X4,130.0674542,-32.25413856
S42,Zone G,NA,13,B7,"SE wind, gusty at times, clear skies",7,A,X1,130.1257698,-32.26561097
S42,Zone C,NA,NA,NA,"SE wind, gusty at times, hot with clear skies",7,A,X5,130.0459086,-32.52789957
S42,Zone H,NA,NA,B3,Strong easterly,5,A,X7,130.1886283,-32.31312571
S42,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,74,A,X1,130.2453818,-32.22617201
S42,Zone C,NA,NA,B3,Easterly,6,A,X5,130.0459086,-32.52789957
S42,Zone A,NA,NA,B3,light easterly,NA,A,X4,130.0674542,-32.25413856
S42,Zone E,NA,NA,B3,medium easterly,19,A,X4,130.2042642,-32.24900808
S42,Zone E,NA,NA,B3,Strong easterly,NA,A,X1,130.2452788,-32.3306172
S42,Zone H,NA,7,B3,"Clear conditions, mild breeze from SE",10,A,X7,130.1886283,-32.31312571
S42,Zone E,NA,10,B3,"Still, clear conditions",8,A,X1,130.2453818,-32.22617201
S42,Zone F,NA,7,B3,"Gentle breeze from NE, clear conditions",6,A,X8,130.2022983,-32.15430901
S42,Zone G,NA,15,B3,"Clear, strong wind from North East ",38,A,X1,130.1257698,-32.26561097
S42,Zone F,NA,7,B3,"Moderate wind from E, clear conditions",6,A,X4,130.2225679,-32.18382245
S42,Zone D,NA,25,B3,"Partly cloudy, strong SE wind.",6,B,X2,130.1260132,-32.36875353
S42,Zone E,NA,25,B3,"Still, hot, light breeze ",8,B,X1,130.2452788,-32.3306172
S42,Zone E,NA,25,B3,0/01/1900,12,B,X4,130.2042642,-32.24900808
S42,Zone E,NA,25,B3,0/01/1900,7,B,X4,130.2040977,-32.22226437
S42,Zone C,NA,75,B3,0/01/1900,6,B,X5,130.0459086,-32.52789957
S42,Zone G,NA,75,B3,0/01/1900,27,B,X1,130.1257698,-32.26561097
S42,Zone H,NA,25,B3,0/01/1900,12,B,X6,130.133218,-32.29602514
S42,Zone C,NA,75,B3,"Partly cloudy, light NW wind.",10,B,X5,130.0459086,-32.52789957
S42,Zone E,NA,25,B3,0/01/1900,16,B,X1,130.2452788,-32.3306172
S42,Zone B,NA,25,B2,0/01/1900,6,B,X1,130.0850503,-32.27792669
S42,Zone G,NA,25,B3,"Fine, clear, moderate E'ly breeze",10,B,X1,130.1257698,-32.26561097
S42,Zone A,NA,75,B3,"Still, clear",6,B,X4,130.0674542,-32.25413856
S42,Zone E,NA,25,B7,strong wind 100,24,B,X1,130.2453818,-32.22617201
S42,Zone H,NA,25,B3,strong wind 110,8,B,X7,130.1886283,-32.31312571
S42,Zone E,NA,25,B3,medium wind 100,14,B,X1,130.2452788,-32.3306172
S42,Zone F,NA,25,B3,strong wind 110,14,B,X6,130.1879648,-32.1889944
S42,Zone B,NA,75,B3,light wind 70,8,B,X4,130.0748139,-32.30165297
S42,Zone F,NA,75,B3,light wind 100,5,B,X7,130.1800519,-32.26204008
S42,Zone H,NA,25,B7,medium wind 100,8,B,X1,130.164601,-32.28404537
S42,Zone H,NA,25,B3,light wind 90,7,B,X7,130.1886283,-32.31312571
S42,Zone E,NA,25,NA,no wind,7,B,X1,130.2453818,-32.22617201
S42,Zone A,NA,25,B2,light wind 130,14,B,X1,130.030827,-32.14049329
S42,Zone E,NA,25,B2,strong wind 110,6,B,X4,130.2042642,-32.24900808
S42,Zone A,NA,25,NA,medium wind 120,5,B,X4,130.0455436,-32.14776484
S42,Zone A,NA,25,B2,medium wind 100,14,B,X1,130.0327924,-32.16947172
S42,Zone A,NA,25,NA,light wind 200,5,B,X4,130.0674542,-32.25413856
S42,Zone C,NA,25,B1,"Easterly wind, slightly overcast",29,B,X5,130.0459086,-32.52789957
S42,Zone G,NA,25,B1,"Hot dry ESE wind, gusty at times. Clear skies",9,B,X1,130.1257698,-32.26561097
S42,Zone F,NA,25,B1,"Easterly wind, clear skies",7,B,X7,130.1800519,-32.26204008
S42,Zone H,NA,25,B1,"Easterly wind, clear skies",12,B,X1,130.164601,-32.28404537
S42,Zone H,NA,25,B1,"Easterly wind, clear skies",39,B,X7,130.1886283,-32.31312571
S42,Zone B,NA,25,B1,"Hot, gusty easterly wind, some cloud cover",7,B,X4,130.0211448,-32.32262952
S42,Zone A,NA,25,B3,"Hot Easterly breeze, some cloud cover.",12,B,X1,130.030827,-32.14049329
S42,Zone C,NA,25,B1,"Warm, slight northerly breeze, clear skies",6,B,X4,130.0633847,-32.46023925
S42,Zone A,NA,25,B3,"SE wind, clear skies",8,B,X4,130.0437059,-32.20004486
S42,Zone G,8,8,B2,"Sunny, slight easterly breeze",9,C,X4,130.1171401,-32.21401792
S42,Zone A,12,14,B3,"Sunny, SE wind gusty at times ",6,C,X4,130.0455436,-32.14776484
S42,Zone H,5,23,B1,"fine, warm, still",19,C,X4,130.1186258,-32.45876212
S42,Zone D,20,23,B3,"fine, warm, still",12,C,X4,130.1041932,-32.4251709
S42,Zone D,25,27,B3,"cloudy, warm, strong wind",7,C,X2,130.1260132,-32.36875353
S42,Zone D,5,17,B3,"fine, clear, strong wind",5,C,X4,130.1041932,-32.4251709
S42,Zone C,9,29,B3,"fine, clear, light E'ly breeze",8,C,X1,130.0557016,-32.43227597
S42,Zone E,13,15,B3,"fine, clear, v light E'ly breeze",6,C,X4,130.2040977,-32.22226437
S42,Zone C,9,13,B3,"fine, clear, moderate E'ly breeze",8,C,X4,130.2372141,-32.50679697
S42,Zone E,15,17,B3,"fine, clear, strong E'ly breeze",6,C,X1,130.241277,-32.42658892
S42,Zone E,15,17,B3,"fine, mostly clear, moderate NE'ly breeze",10,C,X4,130.2042642,-32.24900808
S42,Zone E,7,11,B3,"fine, clear, light SE'ly breeze",22,C,X4,130.2042642,-32.24900808
S42,Zone F,5,21,B1,"fine, clear, strong E'ly breeze with regular stronger gusts ",8,C,X8,130.2022983,-32.15430901
S42,Zone G,19,24,B3,"fine, clear, strong E'ly breeze",12,C,X4,130.1458091,-32.32572974
S42,Zone H,NA,NA,-,"fine, clear, moderate SE'ly breeze",7,C,X7,130.1886283,-32.31312571
S42,Zone F,30,32,B3,"fine, clear, strong SE'ly breeze",6,C,X7,130.1800519,-32.26204008
S42,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",6,C,X4,130.0437059,-32.20004486
S42,Zone D,17,20,B1,0/01/1900,7,C,X4,130.1488508,-32.48177617
S42,Zone H,5,9,B3,"sunny, light breeze",9,C,X4,130.1186258,-32.45876212
S42,Zone D,5,11,B3,"sunny, breezy",10,C,X4,130.1488508,-32.48177617
S42,Zone E,8,9,B3,sunny,7,C,X4,130.2042642,-32.24900808
S42,Zone C,6,7,B3,"sunny, breezy",18,C,X5,130.0459086,-32.52789957
S42,Zone D,5,6,B3,"sunny, breezy",12,C,X4,130.1041932,-32.4251709
S42,Zone H,9,10,B3,"Sunny, light breeze",13,C,X1,130.164601,-32.28404537
S42,Zone B,8,9,B3,"Sunrise, strong breeze",6,C,X4,130.0211448,-32.32262952
S42,Zone D,7,9,B4,"Sunny, strong breeze",6,C,X4,130.1488508,-32.48177617
S42,Zone E,8,17,B3,"sunny, light breeze",6,C,X1,130.2452788,-32.3306172
S42,Zone B,8,11,B3,"sunny, calm",6,C,X2,130.3157018,-32.49333462
S42,Zone C,6,7,B3,"sunny, calm",6,C,X4,130.2372141,-32.50679697
S42,Zone B,NA,NA,NA,"sunny, moderate breeze",6,C,X4,130.0211448,-32.32262952
S42,Zone A,NA,NA,NA,"sunny, moderate breeze",7,C,X4,130.0674542,-32.25413856
S43,Zone A,NA,15,B3,"SE wind, gusty at times, clear skies",5,A,X1,130.030827,-32.14049329
S43,Zone A,NA,NA,B2,"Strong SE wind, clear skies",5,A,X1,130.030827,-32.14049329
S43,Zone E,NA,25,B3,sheltered by large trees and nearby ridge,8,A,X1,130.2453818,-32.22617201
S43,Zone E,NA,NA,B3,Strong easterly,19,A,X1,130.2452788,-32.3306172
S43,Zone A,NA,25,B3,"Clear, warm, light E'ly breeze",7,B,X1,130.030827,-32.14049329
S43,Zone D,NA,75,B3,strong wind 90,14,B,X3,130.1692709,-32.44834877
S43,Zone E,NA,25,B6,medium wind 100,5,B,X1,130.2452788,-32.3306172
S43,Zone D,NA,25,B1,"Light easterly breeze, clear skies",10,B,X3,130.1692709,-32.44834877
S43,Zone A,5,5,B1,"Sunny, SE wind gusty at times ",6,C,X1,130.030827,-32.14049329
S43,Zone E,5,25,B3,"fine, partly cloudy, moderate E'ly breeze",6,C,X4,130.2040977,-32.22226437
S43,Zone A,5,7,B4,"sunny, moderate breeze",6,C,X1,130.030827,-32.14049329
No records,Zone C,NA,NA,-,"ENE wind, gusty, hot, clear skies.",NA,A,X4,130.0633847,-32.46023925
No records,Zone A,NA,NA,-,"ENE wind, gusty at times, clear skies",NA,A,X4,130.0437059,-32.20004486
No records,Zone B,NA,NA,-,"SE wind, gusty at times, clear skies",NA,A,X4,130.0211448,-32.32262952
No records,Zone B,NA,NA,-,"SE wind, gusty at times, clear skies",NA,A,X4,130.0454944,-32.38497506
No records,Zone D,NA,NA,-,"SE wind, gusty at times, clear skies",NA,A,X1,130.0923706,-32.49824002
No records,Zone F,NA,NA,-,Strong easterly,NA,A,X7,130.1800519,-32.26204008
No records,Zone B,NA,NA,-,medium easterly,NA,A,X1,130.0850503,-32.27792669
No records,Zone F,NA,NA,-,Strong easterly,NA,A,X7,130.1800519,-32.26204008
No records,Zone A,NA,NA,-,Strong easterly,NA,A,X4,130.0437059,-32.20004486
No records,Zone C,NA,NA,-,Strong Easterly,NA,A,X1,130.239891,-32.47313511
No records,Zone G,NA,NA,-,"Moderate wind from NE, clear conditions",NA,A,X4,130.1779859,-32.39536412
No records,Zone F,NA,NA,-,"Fine, clear, light E'ly wind",NA,B,X6,130.1594802,-32.20812932
No records,Zone F,NA,NA,-,strong wind 130,NA,B,X4,130.2225679,-32.18382245
No records,Zone F,NA,NA,-,Strong wind 100,NA,B,X6,130.1594802,-32.20812932
No records,Zone B,NA,NA,-,"Hot NE breeze, clear skies",NA,B,X4,130.0454944,-32.38497506
No records,Zone G,NA,NA,-,"Hot Easterly breeze, clear skies.",NA,B,X4,130.1458091,-32.32572974
No records,Zone F,NA,NA,-,"Hot Easterly breeze, clear skies.",NA,B,X7,130.1800519,-32.26204008
No records,Zone A,NA,NA,-,"mostly sunny, light breeze ",NA,C,X4,130.0437059,-32.20004486
No records,Zone H,NA,NA,-,"fine, clear, light E'ly breeze",NA,C,X1,130.0761366,-32.35155981
S44,Zone B,NA,25,B3,Strong easterly,6,A,X1,130.0850503,-32.27792669
S45,Zone A,NA,85,B5,"ESE wind, gusty at times, clear skies",5,A,X4,130.0674542,-32.25413856
S45,Zone A,45,55,B5,"SE wind, gusty at times, clear skies",5,A,X1,130.030827,-32.14049329
S45,Zone C,NA,25,B5,"SE wind, gusty at times, hot with clear skies",5,A,X5,130.0459086,-32.52789957
S45,Zone H,25,35,B5,Strong easterly,5,A,X1,130.164601,-32.28404537
S45,Zone E,NA,25,B2,medium easterly,5,A,X4,130.2042642,-32.24900808
S45,Zone C,NA,35,B5,"Clear conditions, moderate breeze from SE",5,A,X4,130.0633847,-32.46023925
S45,Zone F,35,45,B5,"Clear, strong wind from NW",5,A,X6,130.1879648,-32.1889944
S45,Zone E,NA,75,B3,0/01/1900,6,B,X4,130.2042642,-32.24900808
S45,Zone H,NA,25,B3,0/01/1900,6,B,X6,130.133218,-32.29602514
S45,Zone C,NA,25,B3,"Clear, hot, light SW'ly breeze",5,B,X4,130.2372141,-32.50679697
S45,Zone C,NA,25,B2,"Clear, hot, moderate SW'ly breeze",5,B,X1,130.239891,-32.47313511
S45,Zone H,NA,75,B3,light wind 80,5,B,X1,130.164601,-32.28404537
S45,Zone E,NA,75,B3,medium wind 120,5,B,X1,130.2453818,-32.22617201
S45,Zone C,NA,25,B1,"Hot Easterly wind, clear skies",5,B,X4,130.0633847,-32.46023925
S45,Zone D,NA,25,B5,"Hot Easterly wind, clear skies",5,B,X4,130.1488508,-32.48177617
S45,Zone G,6,9,B1,"Sunny, easterly wind gusty at times ",5,C,X4,130.1171401,-32.21401792
S45,Zone E,5,5,B2,"Sunny, easterly wind gusty at times ",5,C,X1,130.2453818,-32.22617201
S45,Zone A,17,24,B1,"Sunny, SE wind gusty at times ",5,C,X1,130.030827,-32.14049329
S45,Zone C,9,13,B3,"fine, warm, light E'ly",5,C,X4,130.0633847,-32.46023925
S45,Zone G,25,29,B2,"fine, warm, moderate breeze",5,C,X1,130.1257698,-32.26561097
S45,Zone E,45,55,B2,"fine, warm, moderate breeze v strong gusts",5,C,X1,130.2453818,-32.22617201
S45,Zone E,25,55,B3,"fine, clear, strong wind",5,C,X1,130.2452788,-32.3306172
S45,Zone E,9,12,B2,"fine, clear, moderate wind",5,C,X1,130.241277,-32.42658892
S45,Zone D,5,30,B1,"fine, clear, strong wind",5,C,X4,130.1041932,-32.4251709
S45,Zone C,7,23,B1,"partly cloudy, warm, strong wind",5,C,X4,130.0633847,-32.46023925
S45,Zone C,11,71,B1,"fine, clear, light E'ly breeze",6,C,X5,130.0459086,-32.52789957
S45,Zone C,20,50,B1,"fine, clear, light E'ly breeze",5,C,X1,130.239891,-32.47313511
S45,Zone C,13,28,B1,"fine, clear, moderate E'ly breeze",5,C,X4,130.2372141,-32.50679697
S45,Zone B,17,21,B3,"fine, clear, strong E'ly breeze",5,C,X2,130.3157018,-32.49333462
S45,Zone E,13,23,B3,"fine, clear, strong E'ly breeze",5,C,X1,130.241277,-32.42658892
S45,Zone F,7,9,B3,"fine, partly cloudy, moderate E'ly breeze",5,C,X6,130.1594802,-32.20812932
S45,Zone G,7,26,B3,"fine, clear, strong E'ly breeze",5,C,X4,130.1458091,-32.32572974
S45,Zone H,35,55,B3,"sunny, light breeze",5,C,X4,130.1186258,-32.45876212
S45,Zone D,15,55,B5,"sunny, breezy",5,C,X4,130.1488508,-32.48177617
S45,Zone C,7,9,B3,"sunny, breezy",5,C,X5,130.0459086,-32.52789957
S45,Zone C,10,15,B5,"sunny, breezy",5,C,X4,130.2372141,-32.50679697
S45,Zone C,25,35,B3,"Sunny, light breeze",5,C,X5,130.0459086,-32.52789957
S45,Zone E,38,56,B3,"sunny, light breeze",5,C,X1,130.2452788,-32.3306172
S45,Zone E,85,85,B5,"sunny, light breeze",5,C,X1,130.2452788,-32.3306172
S45,Zone A,21,51,B5,"sunny, moderate breeze",5,C,X1,130.030827,-32.14049329
S45,Zone F,22,34,B5,"sunny, moderate breeze",5,C,X7,130.1800519,-32.26204008
S46,Zone D,11,26,B3,"fine, clear, v light E'ly breeze",14,C,X2,130.1260132,-32.36875353
S47,Zone H,NA,8,B3,"ESE wind, gusty strong breeze, clear skies",6,A,X6,130.133218,-32.29602514
S47,Zone C,NA,NA,NA,"Easterly wind, gusty at times, hot clear day",7,A,X1,130.239891,-32.47313511
S47,Zone E,NA,NA,B7,"Easterly wind, gusty at times, hot clear day",6,A,X1,130.241277,-32.42658892
S47,Zone E,NA,10,B7,"Light Easterly breeze, clear skies",5,A,X1,130.2452788,-32.3306172
S47,Zone A,NA,13,B7,"ENE wind, gusty at times, clear skies",6,A,X1,130.030827,-32.14049329
S47,Zone A,NA,NA,B7,"ESE wind, gusty at times, clear skies",6,A,X4,130.0674542,-32.25413856
S47,Zone A,NA,13,B7,"Strong SE wind, clear skies",6,A,X1,130.030827,-32.14049329
S47,Zone E,NA,NA,NA,sheltered by large trees and nearby ridge,7,A,X1,130.2453818,-32.22617201
S47,Zone E,NA,NA,NA,Very strong northerly (wind funnels through creekline and along steep ridge).,7,A,X1,130.2453818,-32.22617201
S47,Zone D,NA,NA,NA,Mild Easterly,16,A,X3,130.1692709,-32.44834877
S47,Zone D,NA,NA,NA,Mild Easterly,10,A,X3,130.1692709,-32.44834877
S47,Zone C,NA,NA,NA,Strong Easterly,5,A,X1,130.239891,-32.47313511
S47,Zone A,NA,NA,NA,Medium easterly,5,A,X4,130.0455436,-32.14776484
S47,Zone B,NA,NA,NA,Strong easterly,6,A,X1,130.0850503,-32.27792669
S47,Zone H,NA,NA,NA,Strong easterly,6,A,X1,130.164601,-32.28404537
S47,Zone C,NA,NA,NA,Easterly,5,A,X4,130.2372141,-32.50679697
S47,Zone D,NA,NA,NA,Mild Easterly,6,A,X3,130.1692709,-32.44834877
S47,Zone E,NA,NA,NA,Strong easterly,5,A,X1,130.2452788,-32.3306172
S47,Zone E,NA,11,B3,"Clear conditions, mild breeze from SE",6,A,X4,130.2040977,-32.22226437
S47,Zone G,5,10,B3,"Clear, strong wind from East ",6,A,X1,130.1257698,-32.26561097
S47,Zone F,5,7,B3,"Clear, strong wind from NW",5,A,X6,130.1879648,-32.1889944
S47,Zone E,NA,9,B3,"Still, clear conditions",6,A,X1,130.2453818,-32.22617201
S47,Zone B,NA,8,B6,"Gentle to moderate breeze from NE, clear conditions",5,A,X1,130.0850503,-32.27792669
S47,Zone E,NA,10,B3,"Moderate wind from E, clear conditions",6,A,X4,130.2040977,-32.22226437
S47,Zone C,NA,25,B2,"Still, hot, clear",5,B,X1,130.239891,-32.47313511
S47,Zone E,NA,25,B1,0/01/1900,6,B,X1,130.241277,-32.42658892
S47,Zone C,NA,25,B4,0/01/1900,5,B,X1,130.0557016,-32.43227597
S47,Zone G,NA,25,B4,0/01/1900,5,B,X1,130.1257698,-32.26561097
S47,Zone E,NA,25,B3,0/01/1900,6,B,X1,130.2452788,-32.3306172
S47,Zone D,NA,25,B7,"Fine, clear, light E'ly breeze",5,B,X1,130.0923706,-32.49824002
S47,Zone G,NA,25,B6,"Fine, clear, moderate E'ly breeze",5,B,X1,130.1257698,-32.26561097
S47,Zone C,NA,25,B2,"Clear, hot, moderate SW'ly breeze",6,B,X1,130.239891,-32.47313511
S47,Zone C,NA,25,NA,strong wind 120,6,B,X1,130.239891,-32.47313511
S47,Zone D,NA,25,B6,strong wind 90,6,B,X3,130.1692709,-32.44834877
S47,Zone E,NA,25,NA,strong wind 90,5,B,X1,130.241277,-32.42658892
S47,Zone D,NA,25,NA,light wind 100,6,B,X3,130.1692709,-32.44834877
S47,Zone F,NA,25,NA,strong wind 100,5,B,X8,130.2022983,-32.15430901
S47,Zone B,NA,25,NA,strong wind 80,5,B,X1,130.0850503,-32.27792669
S47,Zone H,NA,25,B6,medium wind 100,6,B,X1,130.164601,-32.28404537
S47,Zone E,NA,25,B3,no wind,10,B,X1,130.2453818,-32.22617201
S47,Zone E,NA,25,B3,light wind 80,6,B,X4,130.2040977,-32.22226437
S47,Zone F,NA,25,B3,strong wind 110,6,B,X8,130.2022983,-32.15430901
S47,Zone H,NA,25,B3,light wind 80,6,B,X1,130.164601,-32.28404537
S47,Zone A,NA,25,B6,light wind 130,5,B,X1,130.030827,-32.14049329
S47,Zone E,NA,25,B3,medium wind 120,8,B,X1,130.2453818,-32.22617201
S47,Zone D,NA,25,B1,"Hot Easterly wind, clear skies",5,B,X1,130.0923706,-32.49824002
S47,Zone H,NA,25,B1,"Easterly wind, clear skies",6,B,X1,130.164601,-32.28404537
S47,Zone D,NA,25,B1,"Light easterly breeze, clear skies",5,B,X3,130.1692709,-32.44834877
S47,Zone E,NA,25,B2,"Warm ENE breeze, clear skies",6,B,X1,130.241277,-32.42658892
S47,Zone E,NA,25,B1,"Hot, SE breeze, clear skies",6,B,X4,130.2040977,-32.22226437
S47,Zone A,5,7,B1,"Sunny, calm",5,C,X1,130.0327924,-32.16947172
S47,Zone G,5,9,B1,"Sunny, easterly breeze ",6,C,X1,130.1257698,-32.26561097
S47,Zone E,5,9,B1,"Sunny, easterly wind gusty at times ",8,C,X1,130.2453818,-32.22617201
S47,Zone A,5,12,B1,"Sunny, SE wind gusty at times ",6,C,X4,130.0455436,-32.14776484
S47,Zone A,5,8,B1,"Sunny, SE wind gusty at times ",5,C,X1,130.030827,-32.14049329
S47,Zone A,15,23,B2,"mostly sunny, light breeze ",6,C,X1,130.0327924,-32.16947172
S47,Zone A,5,22,B1,"mostly sunny, moderate breeze ",6,C,X1,130.030827,-32.14049329
S47,Zone D,15,20,B3,"fine, warm, still",8,C,X1,130.0923706,-32.49824002
S47,Zone B,5,25,B1,"fine, warm, moderate breeze",5,C,X1,130.0850503,-32.27792669
S47,Zone G,15,17,B2,"fine, warm, moderate breeze",5,C,X1,130.1257698,-32.26561097
S47,Zone E,5,25,B3,"fine, warm, moderate breeze v strong gusts",5,C,X1,130.2453818,-32.22617201
S47,Zone G,30,36,B7,"cloudy, warm, strong wind",5,C,X4,130.1458091,-32.32572974
S47,Zone H,15,18,B2,"partly cloudy, warm, moderate wind",5,C,X1,130.164601,-32.28404537
S47,Zone E,16,21,B3,"fine, clear, strong wind",6,C,X1,130.2452788,-32.3306172
S47,Zone E,16,17,B2,"fine, clear, moderate wind",5,C,X1,130.241277,-32.42658892
S47,Zone D,8,12,B3,"partly cloudy, warm, strong wind",6,C,X1,130.0923706,-32.49824002
S47,Zone C,13,23,B3,"fine, clear, light E'ly breeze",7,C,X1,130.239891,-32.47313511
S47,Zone D,5,5,B1,"fine, clear, strong E'ly breeze",5,C,X3,130.1692709,-32.44834877
S47,Zone E,13,17,B3,"fine, partly cloudy, moderate E'ly breeze",5,C,X4,130.2040977,-32.22226437
S47,Zone E,12,17,B1,"fine, clear, moderate SE'ly breeze",7,C,X4,130.2040977,-32.22226437
S47,Zone E,NA,NA,-,"fine, clear, moderate SE'ly breeze",6,C,X1,130.2453818,-32.22617201
S47,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",6,C,X1,130.0327924,-32.16947172
S47,Zone B,9,13,B5,"sunny, light breeze",5,C,X4,130.0748139,-32.30165297
S47,Zone D,8,9,B3,"cloudy, light breeze",6,C,X1,130.0923706,-32.49824002
S47,Zone C,11,13,B3,"cloudy, light breeze",6,C,X1,130.239891,-32.47313511
S47,Zone F,NA,NA,NA,sunny,5,C,X7,130.1800519,-32.26204008
S47,Zone H,NA,NA,NA,"Sunny, light breeze",5,C,X1,130.164601,-32.28404537
S47,Zone E,9,11,-,"sunny, light breeze",6,C,X1,130.2452788,-32.3306172
S47,Zone E,11,14,B3,"sunny, calm",5,C,X1,130.241277,-32.42658892
S47,Zone C,NA,NA,NA,"sunny, calm",6,C,X1,130.239891,-32.47313511
S47,Zone A,5,12,B6,"sunny, moderate breeze",5,C,X1,130.030827,-32.14049329
S47,Zone G,7,12,B7,"sunny, light breeze",6,C,X1,130.1257698,-32.26561097
S48,Zone A,NA,75,B1,"SE wind, clear skies",8,B,X4,130.0437059,-32.20004486
S49,Zone E,NA,35,B3,sheltered by large trees and nearby ridge,6,A,X1,130.2453818,-32.22617201
S49,Zone E,NA,NA,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,6,A,X1,130.2453818,-32.22617201
S49,Zone D,NA,25,B2,strong wind 90,5,B,X3,130.1692709,-32.44834877
S49,Zone E,NA,25,B2,strong wind 100,5,B,X1,130.2453818,-32.22617201
