SPECIES,SITE_ID,Height_min,Height_max,Behaviour,WEATHER_CONDITIONS,N_INDIVIDUALS,SEASON,HABITAT,Longitude,Latitude
S86,Zone D,NA,25,B1,"Light easterly breeze, clear skies",12,B,X3,130.1692709,-32.44834877
S86,Zone H,NA,25,B1,"Hot, gusty easterly wind, some cloud cover",5,B,X1,130.0761366,-32.35155981
S86,Zone A,NA,25,B2,"Hot Easterly breeze, some cloud cover.",7,B,X4,130.0455436,-32.14776484
S86,Zone D,NA,25,B1,"Warm humid, no wind, some high cloud cover",10,B,X4,130.1041932,-32.4251709
S86,Zone H,NA,25,B1,"Warm, slight northerly breeze, clear skies",24,B,X4,130.1186258,-32.45876212
S86,Zone D,NA,25,B2,"Hot Easterly breeze, clear skies.",7,B,X4,130.1041932,-32.4251709
S86,Zone A,NA,25,B1,"SE wind, clear skies",11,B,X4,130.0437059,-32.20004486
S86,Zone F,NA,25,B3,"Very hot, gusty hot southerly breeze, clear skies",6,B,X6,130.1879648,-32.1889944
S86,Zone G,8,8,B2,"Sunny, slight easterly breeze",7,C,X4,130.1171401,-32.21401792
S86,Zone C,5,7,B3,"fine, warm, light E'ly",10,C,X4,130.0633847,-32.46023925
S86,Zone D,17,18,B3,"fine, warm, still",8,C,X4,130.1041932,-32.4251709
S86,Zone C,7,10,B3,"fine, clear, moderate E'ly breeze",6,C,X4,130.2372141,-32.50679697
S86,Zone B,11,12,B3,"fine, clear, strong E'ly breeze",6,C,X2,130.3157018,-32.49333462
S86,Zone H,NA,NA,-,"fine, clear, moderate SE'ly breeze",6,C,X7,130.1886283,-32.31312571
S86,Zone F,6,9,B3,"fine, clear, strong E'ly breeze",6,C,X8,130.2022983,-32.15430901
S86,Zone B,9,10,B5,"sunny, light breeze",8,C,X4,130.0748139,-32.30165297
S86,Zone B,8,25,B3,"sunny, light breeze",10,C,X4,130.0211448,-32.32262952
S86,Zone D,NA,NA,NA,"sunny, breezy",5,C,X4,130.1488508,-32.48177617
S86,Zone G,5.5,8,B3,sunny,5,C,X4,130.1458091,-32.32572974
S86,Zone C,NA,NA,NA,"sunny, breezy",NA,C,X1,130.0557016,-32.43227597
S86,Zone D,6.5,7,B2,"sunny, breezy",6,C,X4,130.1041932,-32.4251709
S86,Zone G,5,6,B3,"cloudy, breezy",6,C,X4,130.1779859,-32.39536412
S86,Zone C,8,8,B2,"Sunny, light breeze",7,C,X5,130.0459086,-32.52789957
S86,Zone D,5,7,B3,"Sunny, strong breeze",11,C,X4,130.1488508,-32.48177617
S86,Zone D,7,11,B3,"partly cloudy, calm",6,C,X3,130.1692709,-32.44834877
S86,Zone E,12,13,B3,"sunny, light breeze",7,C,X1,130.2452788,-32.3306172
S86,Zone B,8,11,B3,"sunny, calm",5,C,X2,130.3157018,-32.49333462
S86,Zone C,5,8,B3,"sunny, calm",10,C,X4,130.2372141,-32.50679697
S86,Zone A,NA,NA,NA,"sunny, moderate breeze",6,C,X1,130.030827,-32.14049329
S86,Zone B,NA,NA,NA,"sunny, strong breeze",9,C,X2,130.3157018,-32.49333462
S87,Zone D,NA,25,B1,"Light easterly breeze, clear skies",5,B,X3,130.1692709,-32.44834877
S88,Zone C,NA,NA,NA,"Easterly wind, gusty at times, hot clear day",9,A,X1,130.239891,-32.47313511
S88,Zone E,NA,17,B7,"Light Easterly breeze, clear skies",10,A,X1,130.2452788,-32.3306172
S88,Zone A,NA,13,B7,"SE wind, gusty at times, clear skies",6,A,X1,130.030827,-32.14049329
S88,Zone C,NA,13,B7,"SE wind, gusty at times, hot with clear skies",6,A,X1,130.0557016,-32.43227597
S88,Zone D,NA,NA,B3,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S88,Zone C,NA,NA,B3,Strong Easterly,6,A,X1,130.239891,-32.47313511
S88,Zone C,NA,NA,B3,strong easterly in gusts,8,A,X1,130.0557016,-32.43227597
S88,Zone C,NA,NA,B3,Easterly,7,A,X4,130.2372141,-32.50679697
S88,Zone E,NA,25,B3,0/01/1900,8,B,X1,130.241277,-32.42658892
S88,Zone E,NA,25,B4,0/01/1900,6,B,X4,130.2040977,-32.22226437
S88,Zone C,NA,25,B3,"Partly cloudy, moderate NW wind.",6,B,X1,130.0557016,-32.43227597
S88,Zone E,NA,25,B2,0/01/1900,6,B,X1,130.2452788,-32.3306172
S88,Zone D,NA,25,B2,"Fine, clear, light E'ly breeze",5,B,X1,130.0923706,-32.49824002
S88,Zone G,NA,25,B2,"Fine, clear, moderate E'ly breeze",5,B,X1,130.1257698,-32.26561097
S88,Zone A,NA,25,B2,"Clear, warm, light E'ly breeze",6,B,X1,130.030827,-32.14049329
S88,Zone C,NA,25,B3,"Clear, hot, moderate SW'ly breeze",6,B,X1,130.239891,-32.47313511
S88,Zone E,NA,25,B3,no wind,6,B,X1,130.2453818,-32.22617201
S88,Zone E,NA,25,B3,medium wind 120,6,B,X1,130.2453818,-32.22617201
S88,Zone D,NA,25,B1,"Light easterly breeze, clear skies",7,B,X3,130.1692709,-32.44834877
S88,Zone A,NA,25,B3,"Hot Easterly breeze, some cloud cover.",6,B,X1,130.030827,-32.14049329
S88,Zone A,5,10,B1,"Sunny, SE wind gusty at times ",8,C,X1,130.030827,-32.14049329
S88,Zone E,16,17,B3,"fine, clear, moderate wind",6,C,X1,130.241277,-32.42658892
S88,Zone C,10,13,B3,"fine, clear, light E'ly breeze",6,C,X5,130.0459086,-32.52789957
S88,Zone A,NA,NA,-,"Sunny, SE wind gusty at times ",6,C,X1,130.0327924,-32.16947172
S88,Zone D,9,12,B3,"cloudy, light breeze",6,C,X1,130.0923706,-32.49824002
S88,Zone C,NA,NA,NA,"cloudy, light breeze",5,C,X1,130.239891,-32.47313511
S88,Zone A,32,34,B3,"sunny, moderate breeze",5,C,X1,130.030827,-32.14049329
S88,Zone G,10,12,B3,"sunny, light breeze",6,C,X1,130.1257698,-32.26561097
S89,Zone B,NA,NA,NA,Easterly,5,A,X2,130.3157018,-32.49333462
S90,Zone E,NA,13,B7,"Light Easterly breeze, clear skies",5,A,X1,130.2452788,-32.3306172
S90,Zone E,NA,NA,NA,Very strong northerly (wind funnels through creekline and along steep ridge).,5,A,X1,130.2453818,-32.22617201
S90,Zone A,NA,NA,NA,Medium easterly,5,A,X4,130.0455436,-32.14776484
S90,Zone A,NA,NA,NA,Medium easterly,5,A,X4,130.0455436,-32.14776484
S90,Zone D,NA,NA,NA,Mild Easterly,5,A,X3,130.1692709,-32.44834877
S90,Zone G,NA,NA,B2,"Clear, strong wind from East ",5,A,X1,130.1257698,-32.26561097
S90,Zone H,NA,12,B3,"Moderate wind from NE, clear conditions",6,A,X1,130.0761366,-32.35155981
S90,Zone G,NA,10,B3,"Moderate breeze from NE, clear conditions",6,A,X4,130.1171401,-32.21401792
S90,Zone E,NA,25,B3,0/01/1900,5,B,X4,130.2040977,-32.22226437
S90,Zone G,NA,25,B2,"Fine, clear, moderate E'ly breeze",6,B,X4,130.1171401,-32.21401792
S90,Zone E,NA,25,B3,strong wind 100,5,B,X1,130.2453818,-32.22617201
S90,Zone G,NA,25,B2,"Hot, Easterly breeze, clear skies.",6,B,X4,130.1171401,-32.21401792
S90,Zone G,7,11,B1,"Sunny, easterly breeze ",5,C,X1,130.1257698,-32.26561097
S90,Zone D,17,5,B3,"fine, warm, still",6,C,X1,130.0923706,-32.49824002
S90,Zone G,11,20,B2,"fine, warm, moderate breeze",6,C,X1,130.1257698,-32.26561097
S90,Zone C,6,20,B3,"fine, clear, light E'ly breeze",6,C,X1,130.239891,-32.47313511
S90,Zone E,9,13,B4,"fine, mostly clear, moderate NE'ly breeze",6,C,X4,130.2042642,-32.24900808
S90,Zone F,9,13,B4,"fine, partly cloudy, moderate E'ly breeze",5,C,X4,130.2225679,-32.18382245
S90,Zone D,8,10,B3,0/01/1900,6,C,X4,130.1488508,-32.48177617
S90,Zone D,9,12,B3,"cloudy, light breeze",7,C,X1,130.0923706,-32.49824002
S90,Zone C,NA,NA,NA,"sunny, calm",5,C,X1,130.239891,-32.47313511
S90,Zone A,34,44,B3,"sunny, moderate breeze",6,C,X1,130.030827,-32.14049329
S90,Zone A,NA,NA,NA,"sunny, moderate breeze",5,C,X4,130.0455436,-32.14776484
S90,Zone G,5,10,B7,"sunny, light breeze",6,C,X1,130.1257698,-32.26561097
S91,Zone C,NA,25,B2,"Clear, hot, moderate SW'ly breeze",5,B,X1,130.239891,-32.47313511
S91,Zone E,NA,75,B5,"Hot, SE breeze, clear skies",5,B,X4,130.2040977,-32.22226437
S91,Zone C,10,15,B2,"cloudy, light breeze",5,C,X1,130.239891,-32.47313511
S92,Zone E,NA,20,B4,"ESE wind, gusty strong breeze, clear skies",8,A,X4,130.2040977,-32.22226437
S93,Zone H,NA,25,B2,0/01/1900,5,B,X6,130.133218,-32.29602514
S93,Zone G,5,6,B6,"fine, clear, light E'ly breeze",5,C,X4,130.1779859,-32.39536412
S93,Zone C,8,51,B7,"sunny, calm",5,C,X4,130.2372141,-32.50679697
S94,Zone D,NA,25,B6,strong wind 90,9,B,X3,130.1692709,-32.44834877
S94,Zone D,NA,25,NA,light wind 100,5,B,X3,130.1692709,-32.44834877
S95,Zone E,NA,NA,B3,sheltered by large trees and nearby ridge,7,A,X1,130.2453818,-32.22617201
S95,Zone E,55,80,B3,Very strong northerly (wind funnels through creekline and along steep ridge).,14,A,X1,130.2453818,-32.22617201
S95,Zone E,NA,NA,NA,"Still, clear conditions",12,A,X1,130.2453818,-32.22617201
S95,Zone E,NA,25,B3,medium wind 120,6,B,X1,130.2453818,-32.22617201
S95,Zone E,5,7,B1,"Sunny, easterly wind gusty at times ",5,C,X1,130.2453818,-32.22617201
S95,Zone E,5,6,B2,"fine, warm, moderate breeze v strong gusts",5,C,X1,130.2453818,-32.22617201
S95,Zone E,NA,NA,-,"fine, clear, moderate SE'ly breeze",5,C,X1,130.2453818,-32.22617201
